Annual Income ($),Spending Score (1-100),Cluster,Segment
0.8054996999589418,0.91,6,Premium Customers
0.6151262804383758,0.67,4,Active Spenders
0.6472517291839935,0.47,1,Mid-Market Moderates
0.7446861149420446,0.45,3,Affluent Moderates
0.4008706454567467,0.14,5,Budget-Conscious
0.5693884426289914,0.24,5,Budget-Conscious
0.7344162885447482,0.39,3,Affluent Moderates
0.9613473422678892,0.52,3,Affluent Moderates
0.9324118037205092,0.78,6,Premium Customers
0.9564624632844494,0.54,3,Affluent Moderates
0.3259235474328066,0.16,5,Budget-Conscious
0.7403539431711708,0.36,3,Affluent Moderates
0.9305641824670744,0.4,3,Affluent Moderates
0.3144693484371545,0.67,7,High-Engagement Budget
0.8241496204743807,0.89,6,Premium Customers
0.5806531420089065,0.21,5,Budget-Conscious
0.5846958004779601,0.55,1,Mid-Market Moderates
0.8966121679808816,0.96,6,Premium Customers
0.965074168044048,0.39,3,Affluent Moderates
0.4430448377146346,0.46,1,Mid-Market Moderates
0.9728436522892606,0.5,3,Affluent Moderates
0.6451198585069535,0.74,4,Active Spenders
0.9199574678640234,0.66,3,Affluent Moderates
0.9070135913335508,0.8200000000000001,6,Premium Customers
0.620716519102614,0.04,2,High-Income Savers
0.7100024213839788,0.61,3,Affluent Moderates
0.4066819670060113,0.11,5,Budget-Conscious
0.8949593102213986,0.38,3,Affluent Moderates
0.9310958341667808,0.94,6,Premium Customers
0.5617031804352174,0.93,4,Active Spenders
0.8881373240548707,0.31,2,High-Income Savers
0.4749492035752261,0.68,1,Mid-Market Moderates
0.4709749755229663,0.85,4,Active Spenders
0.6943634392074705,0.42,3,Affluent Moderates
0.7375061850569025,0.63,3,Affluent Moderates
0.8969806394559255,0.44,3,Affluent Moderates
0.2706475622979987,0.46,0,Budget Moderates
0.2771326602587722,0.02,5,Budget-Conscious
0.6604640635034268,0.48,1,Mid-Market Moderates
0.5587764641477254,0.62,1,Mid-Market Moderates
0.656853043047996,0.28,2,High-Income Savers
0.5341467779801446,0.14,5,Budget-Conscious
0.7440965605819744,0.65,3,Affluent Moderates
0.3031783296661648,0.96,7,High-Engagement Budget
0.4131565372103551,0.81,7,High-Engagement Budget
0.5945918915219978,0.71,4,Active Spenders
0.4336224957099392,0.37,1,Mid-Market Moderates
0.4332961352606146,0.53,1,Mid-Market Moderates
0.4908724351753397,0.51,1,Mid-Market Moderates
0.998294503458368,0.6,3,Affluent Moderates
0.6045985240085485,0.53,1,Mid-Market Moderates
0.3271552949350964,0.18,5,Budget-Conscious
0.7114605156495099,0.12,2,High-Income Savers
0.6646330550496383,0.55,1,Mid-Market Moderates
0.6477939086401296,0.41,1,Mid-Market Moderates
0.9568309347594932,0.4,3,Affluent Moderates
0.9043026940528704,0.65,3,Affluent Moderates
0.8229494562413804,0.27,2,High-Income Savers
0.3446945371471885,0.84,7,High-Engagement Budget
0.7667049175150283,0.22,2,High-Income Savers
0.4822186193900217,0.43,1,Mid-Market Moderates
0.2789960731468516,0.73,7,High-Engagement Budget
0.6090254455872909,0.61,1,Mid-Market Moderates
0.7875235558550117,0.44,3,Affluent Moderates
0.8698769305273353,0.07,2,High-Income Savers
0.2653942118395149,0.49,0,Budget Moderates
0.5449745754682219,0.9,4,Active Spenders
0.9688694242370008,0.98,6,Premium Customers
0.3998494530830535,0.7000000000000001,7,High-Engagement Budget
0.9167728215440007,0.28,2,High-Income Savers
0.5540495015107331,0.54,1,Mid-Market Moderates
0.2729847242254203,0.04,5,Budget-Conscious
0.9749649952098708,0.8300000000000001,6,Premium Customers
0.9986050722730478,0.18,2,High-Income Savers
0.7088601598113425,0.66,3,Affluent Moderates
0.480865802688789,0.09,5,Budget-Conscious
0.8139166412245886,0.21,2,High-Income Savers
0.5988556328760778,0.88,4,Active Spenders
0.8446892732689736,0.61,3,Affluent Moderates
0.5233242443702822,0.27,5,Budget-Conscious
0.2959089138513691,0.34,0,Budget Moderates
0.2928769199995789,0.63,7,High-Engagement Budget
0.3290134439449609,0.99,7,High-Engagement Budget
0.7968564119300535,0.38,3,Affluent Moderates
0.8241864676218851,0.96,6,Premium Customers
0.321086043353301,0.35,0,Budget Moderates
0.571178161222062,0.36,1,Mid-Market Moderates
0.450272142503711,0.49,1,Mid-Market Moderates
0.3890795582553402,0.47,1,Mid-Market Moderates
0.7837967300788529,0.77,6,Premium Customers
0.8032783433522481,0.91,6,Premium Customers
0.3105635508016886,0.22,5,Budget-Conscious
0.7039910724625474,0.37,3,Affluent Moderates
0.5959604998578752,0.41,1,Mid-Market Moderates
0.3169328434417341,0.46,0,Budget Moderates
0.7658469053659974,0.72,6,Premium Customers
0.3231652752481918,0.65,7,High-Engagement Budget
0.7014222998936697,0.55,3,Affluent Moderates
0.9855769736911366,0.14,2,High-Income Savers
0.7662259045974712,0.6,3,Affluent Moderates
0.8728036468148272,0.38,3,Affluent Moderates
0.6589375388211018,0.3,2,High-Income Savers
0.2990356575110278,0.96,7,High-Engagement Budget
0.3654131618010885,0.68,7,High-Engagement Budget
0.3720982871340288,0.54,1,Mid-Market Moderates
0.2895712044806131,0.53,0,Budget Moderates
0.4629844083927274,0.79,4,Active Spenders
0.8088475265036268,0.24,2,High-Income Savers
0.5500436901891838,0.28,5,Budget-Conscious
0.9708854895933128,0.44,3,Affluent Moderates
0.7936770294882457,0.35,3,Affluent Moderates
0.4670586501310705,0.81,4,Active Spenders
0.7995936286018086,0.18,2,High-Income Savers
0.2716371714024024,0.04,5,Budget-Conscious
0.828092265257351,0.75,6,Premium Customers
0.6606588269973785,0.15,2,High-Income Savers
0.9799077768536748,0.54,3,Affluent Moderates
0.8916009559202838,0.45,3,Affluent Moderates
0.5800530598924063,0.47,1,Mid-Market Moderates
0.427421647172771,0.8,7,High-Engagement Budget
0.3077210565656353,0.67,7,High-Engagement Budget
0.9142408961226272,0.89,6,Premium Customers
0.8579226631012664,0.16,2,High-Income Savers
0.4973312137450388,0.01,5,Budget-Conscious
0.8880688936380767,0.8,6,Premium Customers
0.7905976607325212,0.8300000000000001,6,Premium Customers
0.4833450893280133,0.74,4,Active Spenders
0.9111299440976132,0.24,2,High-Income Savers
0.5405581816459094,0.94,4,Active Spenders
0.8254392706370345,0.77,6,Premium Customers
0.2709212839651742,0.48,0,Budget Moderates
0.6004558518534115,0.37,1,Mid-Market Moderates
0.8192594776127259,0.81,6,Premium Customers
0.6841515154705381,0.61,1,Mid-Market Moderates
0.5482855548654026,0.77,4,Active Spenders
0.6579584574731279,0.66,4,Active Spenders
0.9497983934643688,0.5,3,Affluent Moderates
0.7087496183688294,0.96,4,Active Spenders
0.6847726530998979,0.67,4,Active Spenders
0.7859917672944718,0.27,2,High-Income Savers
0.6610957288892164,0.79,4,Active Spenders
0.9108983334561572,0.17,2,High-Income Savers
0.322665206817775,0.91,7,High-Engagement Budget
0.700058955436007,0.55,3,Affluent Moderates
0.3806468253550485,0.36,0,Budget Moderates
0.4468243022729426,0.09,5,Budget-Conscious
0.6644488193121164,0.95,4,Active Spenders
0.2695053007253624,0.29,0,Budget Moderates
0.2875709307589459,0.7000000000000001,7,High-Engagement Budget
0.6938317875077642,0.16,2,High-Income Savers
0.7289523829576678,0.59,3,Affluent Moderates
0.3899533620390158,0.87,7,High-Engagement Budget
0.5917967721898786,0.54,1,Mid-Market Moderates
0.8634760546180004,0.53,3,Affluent Moderates
0.2818912061650541,0.97,7,High-Engagement Budget
0.7482444966153263,0.78,6,Premium Customers
0.9492035752260836,0.41,3,Affluent Moderates
0.7846705338625285,0.78,6,Premium Customers
0.9707012538557908,0.38,3,Affluent Moderates
0.3111794245528335,0.45,0,Budget Moderates
0.920052217671892,0.94,6,Premium Customers
0.3741354080032004,0.02,5,Budget-Conscious
0.2991830461010454,0.04,5,Budget-Conscious
0.7093181172160401,0.47,3,Affluent Moderates
0.5942234200469537,0.8,4,Active Spenders
0.3849368861002031,0.74,7,High-Engagement Budget
0.804136355501279,0.17,2,High-Income Savers
0.7402960405108067,0.19,2,High-Income Savers
0.7262730689462769,0.5,3,Affluent Moderates
0.6674123827471128,0.34,1,Mid-Market Moderates
0.3954488508953857,0.89,7,High-Engagement Budget
0.5354311642645836,0.11,5,Budget-Conscious
0.3666501731815932,0.3,5,Budget-Conscious
0.5576289386968742,0.46,1,Mid-Market Moderates
0.3927221619800604,0.6900000000000001,7,High-Engagement Budget
0.8000305304936465,0.29,2,High-Income Savers
0.404750123701138,0.64,1,Mid-Market Moderates
0.4611262593828629,0.25,5,Budget-Conscious
0.9596944845084064,0.46,3,Affluent Moderates
0.8331666438565277,0.92,6,Premium Customers
0.3153326244644003,0.79,7,High-Engagement Budget
0.6745817848758251,0.42,1,Mid-Market Moderates
0.7506921999852612,0.58,3,Affluent Moderates
0.9483560908334824,0.09,2,High-Income Savers
0.3579910935180603,0.17,5,Budget-Conscious
0.8747670733889901,0.65,3,Affluent Moderates
0.6976586269700064,0.44,3,Affluent Moderates
0.7701474938675819,0.49,3,Affluent Moderates
0.3340141282491288,0.38,0,Budget Moderates
0.5817585564340383,0.06,5,Budget-Conscious
0.351248065524756,0.5,0,Budget Moderates
0.8982176508364302,0.64,3,Affluent Moderates
0.682382852390327,1.0,4,Active Spenders
0.7031856990956658,0.74,4,Active Spenders
0.6644330276774716,0.47,1,Mid-Market Moderates
0.7831387453019887,0.21,2,High-Income Savers
0.7506395612031119,0.64,3,Affluent Moderates
0.5390895596239486,0.38,1,Mid-Market Moderates
0.361970585448535,0.6900000000000001,7,High-Engagement Budget
0.3027888026782612,0.75,7,High-Engagement Budget
0.7855653931590638,0.8,6,Premium Customers
0.9729963047574932,0.24,2,High-Income Savers
0.6930211502626675,0.45,3,Affluent Moderates
0.9528988177329528,0.39,3,Affluent Moderates
0.5353258867002852,0.87,4,Active Spenders
0.8030572604672218,0.32,2,High-Income Savers
0.7501131733816206,0.97,6,Premium Customers
0.8181751187004537,0.21,2,High-Income Savers
0.5713623969595839,0.49,1,Mid-Market Moderates
0.5607609462347479,0.46,1,Mid-Market Moderates
0.6546106309284428,0.51,1,Mid-Market Moderates
0.7736321812458546,0.9,6,Premium Customers
0.9589522776801036,0.96,6,Premium Customers
0.60237190352364,0.34,1,Mid-Market Moderates
0.7064808868582017,0.32,2,High-Income Savers
0.6083990440797161,0.73,4,Active Spenders
0.6528998705085959,0.88,4,Active Spenders
0.3573857475233453,0.42,0,Budget Moderates
0.5637560929390337,0.89,4,Active Spenders
0.738327350058429,0.88,6,Premium Customers
0.5487540400265299,0.12,5,Budget-Conscious
0.8886531841199322,0.36,3,Affluent Moderates
0.8061366292229463,0.59,3,Affluent Moderates
0.6788297345952604,0.43,1,Mid-Market Moderates
0.6708181119521619,0.8200000000000001,4,Active Spenders
0.6630802109762388,1.0,4,Active Spenders
0.5505437586196006,0.85,4,Active Spenders
0.8702296103677345,0.93,6,Premium Customers
0.4575626138313663,0.76,4,Active Spenders
0.7885131649594155,0.19,2,High-Income Savers
0.7216461199953678,0.68,6,Premium Customers
0.2915925337151399,0.41,0,Budget Moderates
0.8086474991314601,0.51,3,Affluent Moderates
0.3897901818143535,0.44,1,Mid-Market Moderates
0.358438523166328,0.61,7,High-Engagement Budget
0.3118532009643425,0.8,7,High-Engagement Budget
0.6261067303946856,0.77,4,Active Spenders
0.3963331824354911,0.55,1,Mid-Market Moderates
0.878978175960921,0.6900000000000001,6,Premium Customers
0.6813774516512786,0.96,4,Active Spenders
0.9537252466126944,0.24,2,High-Income Savers
0.9225157126764716,1.0,6,Premium Customers
0.28488635286934,0.89,7,High-Engagement Budget
0.9705907124132775,0.4,3,Affluent Moderates
0.3850948024466505,0.32,5,Budget-Conscious
0.4788076263067577,0.14,5,Budget-Conscious
0.9585995978397044,0.04,2,High-Income Savers
0.5822375693515954,0.52,1,Mid-Market Moderates
